age,education,default,housing,loan,campaign,emp.var.rate,y
39,high.school,no,no,no,3,-2.9,yes
46,basic.6y,no,yes,no,4,-2.9,yes
22,basic.6y,no,yes,no,2,-2.9,yes
36,high.school,no,yes,yes,2,-2.9,yes
40,high.school,no,no,no,2,-2.9,yes
74,professional.course,no,yes,no,3,-2.9,yes
33,high.school,no,no,no,1,-2.9,yes
39,basic.6y,no,no,no,2,-2.9,yes
57,high.school,no,yes,no,1,-2.9,yes
36,basic.6y,no,yes,yes,3,-2.9,yes
28,professional.course,no,yes,no,6,-2.9,yes
26,professional.course,no,yes,no,2,-2.9,yes
39,university.degree,no,yes,no,2,-2.9,yes
62,unknown,no,no,no,4,-2.9,yes
35,professional.course,no,yes,no,1,-2.9,yes
61,university.degree,no,yes,no,2,-2.9,yes
42,university.degree,no,yes,no,1,-2.9,yes
54,university.degree,no,yes,no,3,-2.9,yes
58,basic.4y,no,no,no,1,-2.9,yes
55,basic.4y,no,yes,no,1,-2.9,yes
71,basic.4y,no,yes,no,1,-2.9,yes
70,professional.course,no,yes,no,4,-2.9,yes
28,professional.course,no,no,no,2,-2.9,yes
46,professional.course,no,yes,no,6,-2.9,yes
42,professional.course,no,yes,no,2,-2.9,yes
35,university.degree,no,no,no,1,-2.9,yes
38,high.school,no,no,no,3,-2.9,yes
28,professional.course,no,yes,no,3,-2.9,yes
17,basic.9y,no,unknown,unknown,2,-2.9,yes
31,university.degree,no,no,no,3,-2.9,yes
29,basic.6y,no,no,no,3,-2.9,yes
31,university.degree,no,yes,no,3,-2.9,yes
62,high.school,no,no,no,1,-2.9,yes
76,professional.course,no,no,no,1,-2.9,yes
73,basic.4y,no,no,no,1,-2.9,yes
67,professional.course,no,yes,yes,1,-2.9,yes
80,high.school,no,no,no,1,-2.9,yes
25,university.degree,no,no,no,1,-2.9,yes
25,university.degree,no,yes,no,1,-2.9,yes
34,university.degree,no,no,no,1,-2.9,yes
28,university.degree,no,yes,no,2,-2.9,yes
48,high.school,no,yes,no,1,-2.9,yes
44,university.degree,no,no,no,1,-2.9,yes
23,professional.course,no,yes,no,1,-2.9,yes
28,university.degree,no,yes,no,1,-2.9,yes
41,high.school,no,yes,no,1,-2.9,yes
74,basic.9y,no,yes,no,1,-2.9,yes
22,professional.course,no,yes,no,2,-2.9,yes
67,basic.6y,no,no,no,2,-2.9,yes
36,university.degree,no,no,no,1,-2.9,yes
61,university.degree,no,no,no,2,-2.9,yes
34,university.degree,no,yes,no,1,-2.9,yes
26,university.degree,no,yes,no,1,-2.9,yes
47,university.degree,no,yes,no,1,-2.9,yes
37,university.degree,no,yes,no,1,-2.9,yes
71,basic.4y,unknown,unknown,unknown,1,-2.9,yes
50,university.degree,no,no,no,2,-2.9,yes
34,professional.course,no,no,no,1,-2.9,yes
56,university.degree,no,yes,no,2,-2.9,yes
33,basic.4y,no,yes,no,1,-2.9,yes
20,high.school,no,yes,no,1,-2.9,yes
64,high.school,unknown,no,no,1,-2.9,yes
35,professional.course,no,no,no,1,-2.9,yes
74,basic.4y,no,yes,no,1,-2.9,yes
38,university.degree,no,yes,no,4,-2.9,yes
35,university.degree,no,yes,no,2,-2.9,yes
37,university.degree,no,no,no,2,-2.9,yes
32,university.degree,no,yes,no,2,-2.9,yes
33,university.degree,no,yes,no,1,-2.9,yes
55,university.degree,no,yes,no,1,-2.9,yes
74,university.degree,no,yes,yes,3,-2.9,yes
64,basic.4y,no,yes,no,1,-2.9,yes
34,university.degree,no,no,no,1,-2.9,yes
33,university.degree,no,no,no,1,-2.9,yes
37,university.degree,no,no,no,3,-2.9,yes
66,basic.6y,no,yes,no,1,-2.9,yes
36,professional.course,no,yes,no,1,-2.9,yes
34,university.degree,no,yes,no,6,-2.9,yes
35,high.school,no,no,no,1,-2.9,yes
32,university.degree,no,no,no,1,-2.9,yes
71,university.degree,no,yes,no,1,-2.9,yes
24,university.degree,no,yes,no,1,-2.9,yes
25,university.degree,no,no,no,1,-2.9,yes
28,professional.course,no,yes,no,2,-2.9,yes
28,professional.course,no,yes,no,3,-2.9,yes
34,unknown,no,yes,no,2,-2.9,yes
51,high.school,no,yes,yes,4,-2.9,yes
61,basic.4y,no,yes,yes,1,-2.9,yes
61,basic.4y,no,yes,no,1,-2.9,yes
87,basic.4y,no,no,no,1,-2.9,yes
54,university.degree,no,yes,yes,1,-2.9,yes
24,high.school,no,no,no,1,-2.9,yes
34,professional.course,no,no,no,2,-2.9,yes
54,university.degree,no,yes,no,2,-2.9,yes
62,university.degree,no,yes,no,1,-2.9,yes
79,basic.4y,no,no,no,1,-2.9,yes
30,high.school,no,yes,no,1,-2.9,yes
36,high.school,no,yes,no,1,-2.9,yes
39,university.degree,no,yes,yes,2,-2.9,yes
64,unknown,no,no,no,4,-2.9,yes
24,unknown,no,yes,yes,1,-2.9,yes
24,unknown,no,yes,no,1,-2.9,yes
74,basic.4y,unknown,yes,no,2,-2.9,yes
47,university.degree,no,yes,no,2,-2.9,yes
38,high.school,no,yes,no,2,-2.9,yes
66,basic.4y,unknown,yes,no,2,-2.9,yes
63,basic.4y,no,no,no,1,-2.9,yes
51,high.school,no,yes,no,1,-2.9,yes
58,high.school,no,no,no,2,-2.9,yes
63,basic.4y,no,no,no,1,-2.9,yes
54,professional.course,unknown,no,no,2,-2.9,yes
62,professional.course,no,yes,no,3,-2.9,yes
58,high.school,no,yes,no,6,-2.9,yes
56,high.school,no,no,yes,3,-2.9,yes
43,high.school,no,yes,no,2,-2.9,yes
27,high.school,no,no,no,3,-2.9,yes
42,illiterate,no,no,no,3,-2.9,yes
59,professional.course,no,yes,no,4,-2.9,yes
80,basic.4y,no,yes,no,1,-2.9,yes
28,unknown,no,no,no,4,-2.9,yes
59,university.degree,no,no,no,3,-2.9,yes
51,university.degree,no,yes,no,1,-2.9,yes
46,university.degree,no,yes,no,3,-2.9,yes
50,university.degree,no,no,yes,1,-2.9,yes
58,high.school,no,no,no,2,-2.9,yes
31,university.degree,no,no,no,1,-2.9,yes
33,high.school,no,no,no,3,-2.9,yes
55,basic.9y,no,yes,no,1,-2.9,yes
26,university.degree,no,no,yes,1,-2.9,yes
62,professional.course,no,yes,yes,2,-2.9,yes
26,high.school,no,yes,no,2,-2.9,yes
72,unknown,no,yes,yes,8,-2.9,yes
30,university.degree,no,no,no,2,-2.9,yes
73,basic.4y,no,unknown,unknown,3,-2.9,yes
38,professional.course,no,unknown,unknown,2,-2.9,yes
30,university.degree,no,yes,no,3,-2.9,yes
53,university.degree,no,yes,no,1,-2.9,yes
38,high.school,no,yes,no,1,-2.9,yes
31,university.degree,no,yes,yes,2,-2.9,yes
39,basic.6y,no,yes,no,2,-3.4,yes
33,high.school,no,yes,no,1,-3.4,yes
54,unknown,no,yes,no,1,-3.4,yes
79,basic.9y,no,no,no,1,-3.4,yes
39,basic.6y,no,yes,no,2,-3.4,yes
37,university.degree,no,yes,no,2,-3.4,yes
34,professional.course,no,yes,no,2,-3.4,yes
34,professional.course,no,yes,yes,3,-3.4,yes
18,unknown,no,no,no,1,-3.4,yes
26,university.degree,no,yes,no,1,-3.4,yes
32,university.degree,no,no,no,1,-3.4,yes
60,professional.course,no,yes,no,1,-3.4,yes
44,university.degree,no,yes,no,1,-3.4,yes
40,unknown,no,no,no,1,-3.4,yes
26,unknown,no,yes,yes,1,-3.4,yes
59,university.degree,no,yes,no,2,-3.4,yes
51,professional.course,no,no,yes,1,-3.4,yes
53,professional.course,no,yes,yes,1,-3.4,yes
76,unknown,no,no,no,1,-3.4,yes
39,basic.9y,no,yes,no,1,-3.4,yes
72,basic.4y,no,no,no,1,-3.4,yes
18,unknown,no,yes,no,1,-3.4,yes
28,high.school,no,no,no,2,-3.4,yes
50,high.school,no,yes,no,2,-3.4,yes
45,basic.4y,no,no,no,4,-3.4,yes
59,unknown,no,yes,yes,3,-3.4,yes
61,university.degree,no,no,no,1,-3.4,yes
59,unknown,no,no,yes,4,-3.4,yes
45,basic.4y,no,yes,no,1,-3.4,yes
52,professional.course,no,yes,yes,1,-3.4,yes
45,university.degree,no,no,no,1,-3.4,yes
45,university.degree,no,no,no,1,-3.4,yes
41,university.degree,no,no,no,2,-3.4,yes
30,university.degree,no,no,no,6,-3.4,yes
30,university.degree,no,yes,no,1,-3.4,yes
43,professional.course,no,no,no,1,-3.4,yes
49,high.school,no,no,no,1,-3.4,yes
71,basic.4y,no,yes,no,1,-3.4,yes
66,university.degree,no,no,no,1,-3.4,yes
39,high.school,no,no,no,1,-3.4,yes
30,university.degree,no,no,no,1,-3.4,yes
29,university.degree,no,yes,no,2,-3.4,yes
43,high.school,no,yes,no,1,-3.4,yes
75,unknown,no,no,no,1,-3.4,yes
24,basic.9y,no,unknown,unknown,1,-3.4,yes
39,high.school,no,no,no,2,-3.4,yes
34,professional.course,no,yes,yes,2,-3.4,yes
30,university.degree,no,yes,yes,5,-3.4,yes
58,basic.4y,no,no,no,1,-3.4,yes
36,high.school,no,yes,yes,3,-3.4,yes
78,unknown,no,yes,no,1,-3.4,yes
46,high.school,no,yes,no,1,-3.4,yes
27,university.degree,no,yes,yes,1,-3.4,yes
27,university.degree,no,no,no,1,-3.4,yes
36,unknown,unknown,no,no,1,-3.4,yes
76,basic.4y,no,yes,no,2,-3.4,yes
56,university.degree,no,yes,no,2,-3.4,yes
42,basic.6y,no,yes,no,3,-3.4,yes
25,high.school,no,no,no,1,-3.4,yes
42,basic.6y,no,yes,no,3,-3.4,yes
69,high.school,no,no,no,3,-3.4,yes
34,university.degree,no,no,no,3,-3.4,yes
49,university.degree,no,yes,no,3,-3.4,yes
43,high.school,no,yes,no,1,-3.4,yes
28,university.degree,no,yes,no,1,-3.4,yes
40,professional.course,no,no,yes,1,-3.4,yes
31,high.school,no,yes,no,1,-3.4,yes
36,university.degree,no,yes,no,2,-3.4,yes
71,unknown,no,yes,no,4,-3.4,yes
34,university.degree,no,no,no,2,-3.4,yes
47,university.degree,no,yes,no,1,-3.4,yes
62,university.degree,no,no,no,1,-3.4,yes
62,university.degree,no,yes,no,1,-3.4,yes
70,basic.4y,no,no,no,1,-3.4,yes
59,basic.4y,no,yes,no,1,-3.4,yes
70,basic.4y,no,no,no,1,-3.4,yes
29,high.school,no,yes,no,2,-3.4,yes
27,university.degree,no,yes,no,2,-3.4,yes
24,university.degree,no,yes,yes,2,-3.4,yes
21,basic.9y,no,unknown,unknown,1,-3.4,yes
27,university.degree,no,yes,no,2,-3.4,yes
70,basic.4y,no,yes,yes,1,-3.4,yes
24,university.degree,no,no,no,1,-3.4,yes
53,professional.course,no,no,no,1,-3.4,yes
38,university.degree,unknown,yes,no,1,-3.4,yes
31,university.degree,no,no,no,1,-3.4,yes
49,high.school,no,no,no,1,-3.4,yes
49,high.school,no,no,no,1,-3.4,yes
36,high.school,no,no,no,1,-3.4,yes
46,high.school,no,no,no,2,-3.4,yes
56,professional.course,no,no,no,3,-3.4,yes
52,university.degree,no,no,no,2,-3.4,yes
37,university.degree,no,yes,no,1,-3.4,yes
39,high.school,no,no,no,1,-3.4,yes
60,university.degree,no,no,no,1,-3.4,yes
44,professional.course,no,yes,no,1,-3.4,yes
22,professional.course,no,yes,yes,1,-3.4,yes
22,professional.course,no,yes,yes,1,-3.4,yes
63,basic.4y,no,yes,no,1,-3.4,yes
70,university.degree,no,yes,no,1,-3.4,yes
81,basic.4y,no,yes,no,1,-3.4,yes
30,university.degree,no,no,no,2,-3.4,yes
43,basic.6y,no,no,no,1,-3.4,yes
56,university.degree,no,no,no,1,-3.4,yes
61,high.school,no,yes,no,1,-3.4,yes
35,university.degree,no,yes,no,1,-3.4,yes
50,university.degree,no,yes,no,2,-3.4,yes
37,university.degree,no,yes,no,3,-3.4,yes
35,high.school,no,yes,no,1,-3.4,yes
23,basic.9y,no,yes,no,1,-3.4,yes
71,basic.4y,no,yes,no,1,-3.4,yes
75,basic.4y,unknown,yes,no,1,-3.4,yes
83,professional.course,no,yes,no,2,-3.4,yes
82,university.degree,no,yes,no,1,-3.4,yes
69,professional.course,no,no,no,1,-3.4,yes
65,high.school,no,yes,no,2,-3.4,yes
56,basic.4y,no,no,no,1,-3.4,yes
37,university.degree,no,no,no,3,-3.4,yes
50,unknown,no,no,no,1,-3.4,yes
35,university.degree,no,no,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
60,unknown,no,yes,no,1,-3.4,yes
48,university.degree,no,no,no,1,-3.4,yes
48,university.degree,no,yes,no,1,-3.4,yes
63,high.school,no,no,no,1,-3.4,yes
54,university.degree,no,yes,no,2,-3.4,yes
36,professional.course,unknown,no,no,1,-3.4,yes
37,basic.9y,no,no,no,1,-3.4,yes
42,university.degree,no,no,no,2,-3.4,yes
42,university.degree,no,yes,no,1,-3.4,yes
59,university.degree,no,yes,no,3,-3.4,yes
42,university.degree,no,yes,no,1,-3.4,yes
36,university.degree,no,yes,yes,1,-3.4,yes
42,university.degree,no,no,no,1,-3.4,yes
77,university.degree,no,no,yes,1,-3.4,yes
32,professional.course,no,yes,no,1,-3.4,yes
30,university.degree,no,no,no,2,-3.4,yes
35,university.degree,no,yes,no,2,-3.4,yes
30,university.degree,no,yes,no,2,-3.4,yes
80,basic.4y,no,no,no,1,-3.4,yes
32,professional.course,no,no,yes,1,-3.4,yes
22,high.school,no,yes,no,1,-3.4,yes
17,unknown,no,no,yes,1,-3.4,yes
33,high.school,no,yes,yes,2,-3.4,yes
45,basic.9y,no,no,yes,2,-3.4,yes
26,basic.9y,no,yes,no,3,-3.4,yes
28,high.school,no,no,no,1,-3.4,yes
28,high.school,no,unknown,unknown,1,-3.4,yes
28,high.school,no,no,no,1,-3.4,yes
74,unknown,no,yes,yes,1,-3.4,yes
37,university.degree,no,yes,no,1,-3.4,yes
34,university.degree,no,no,no,2,-3.4,yes
33,university.degree,no,no,no,5,-3.4,yes
40,professional.course,no,yes,no,1,-3.4,yes
74,basic.9y,no,yes,no,2,-3.4,yes
37,basic.6y,no,no,no,2,-3.4,yes
33,university.degree,no,yes,no,3,-3.4,yes
37,university.degree,no,no,no,1,-3.4,yes
25,university.degree,no,yes,yes,1,-3.4,yes
28,basic.9y,no,yes,no,1,-3.4,yes
28,basic.9y,no,yes,no,1,-3.4,yes
22,high.school,no,no,no,2,-3.4,yes
39,university.degree,no,no,no,1,-3.4,yes
33,professional.course,no,yes,no,2,-3.4,yes
33,university.degree,no,yes,no,1,-3.4,yes
26,university.degree,no,no,no,1,-3.4,yes
49,high.school,no,yes,no,1,-3.4,yes
50,professional.course,no,unknown,unknown,1,-3.4,yes
33,university.degree,no,no,no,1,-3.4,yes
38,university.degree,no,no,no,1,-3.4,yes
28,university.degree,no,no,no,1,-3.4,yes
62,university.degree,unknown,no,no,2,-3.4,yes
49,high.school,no,yes,no,2,-3.4,yes
36,university.degree,no,no,no,1,-3.4,yes
70,basic.4y,no,yes,no,1,-3.4,yes
60,basic.4y,no,no,no,1,-3.4,yes
30,high.school,no,yes,no,2,-3.4,yes
21,high.school,no,no,no,1,-3.4,yes
36,basic.6y,no,yes,no,1,-3.4,yes
33,university.degree,no,yes,no,2,-3.4,yes
57,high.school,no,unknown,unknown,1,-3.4,yes
31,professional.course,no,yes,no,1,-3.4,yes
31,university.degree,no,yes,no,1,-3.4,yes
60,basic.4y,no,yes,no,2,-3.4,yes
59,basic.4y,no,yes,no,2,-3.4,yes
30,professional.course,no,yes,no,1,-3.4,yes
24,university.degree,no,yes,no,2,-3.4,yes
39,high.school,no,yes,no,1,-3.4,yes
44,university.degree,no,yes,no,3,-3.4,yes
38,university.degree,no,yes,no,1,-3.4,yes
38,university.degree,no,yes,no,1,-3.4,yes
36,university.degree,no,yes,no,1,-3.4,yes
32,university.degree,no,yes,no,2,-3.4,yes
88,basic.4y,no,no,no,2,-3.4,yes
44,university.degree,no,yes,no,1,-3.4,yes
36,university.degree,no,no,no,1,-3.4,yes
42,professional.course,no,yes,no,1,-3.4,yes
42,professional.course,no,no,no,1,-3.4,yes
29,basic.9y,no,no,yes,2,-3.4,yes
54,basic.9y,no,yes,no,1,-3.4,yes
34,professional.course,no,yes,no,2,-3.4,yes
37,university.degree,no,yes,no,2,-3.4,yes
35,university.degree,no,no,no,5,-3.4,yes
56,basic.4y,no,no,no,1,-3.4,yes
33,high.school,no,yes,no,3,-3.4,yes
71,university.degree,no,yes,no,3,-3.4,yes
56,professional.course,no,unknown,unknown,1,-3.4,yes
56,professional.course,no,no,no,1,-3.4,yes
45,professional.course,no,no,no,1,-3.4,yes
30,university.degree,no,yes,no,4,-3.4,yes
56,basic.4y,no,no,no,3,-3.4,yes
25,high.school,no,yes,no,2,-3.4,yes
24,university.degree,no,yes,yes,1,-3.4,yes
35,university.degree,no,no,no,1,-3.4,yes
61,university.degree,no,yes,no,2,-3.4,yes
22,high.school,no,no,no,3,-3.4,yes
64,high.school,no,yes,no,1,-3.4,yes
23,university.degree,no,yes,no,1,-3.4,yes
21,high.school,no,yes,no,1,-3.4,yes
24,unknown,no,yes,no,1,-3.4,yes
98,basic.4y,unknown,yes,no,1,-3.4,yes
64,high.school,no,yes,no,1,-3.4,yes
98,basic.4y,unknown,yes,no,2,-3.4,yes
22,basic.9y,no,no,no,1,-3.4,yes
22,basic.9y,no,no,no,2,-3.4,yes
29,high.school,no,yes,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
26,high.school,no,no,no,2,-3.4,yes
33,high.school,no,no,no,1,-3.4,yes
26,high.school,no,yes,no,1,-3.4,yes
42,university.degree,no,yes,no,1,-3.4,yes
55,basic.9y,no,no,no,1,-3.4,yes
72,university.degree,unknown,no,yes,1,-3.4,yes
71,basic.4y,no,no,no,1,-3.4,yes
32,university.degree,no,no,no,1,-3.4,yes
52,high.school,no,no,no,1,-3.4,yes
68,basic.4y,no,yes,no,1,-3.4,yes
29,high.school,no,no,no,1,-3.4,yes
33,high.school,no,no,no,1,-3.4,yes
65,basic.4y,no,unknown,unknown,2,-3.4,yes
42,university.degree,no,no,no,1,-3.4,yes
63,professional.course,no,yes,no,1,-3.4,yes
31,university.degree,no,yes,no,3,-3.4,yes
68,professional.course,no,yes,no,2,-3.4,yes
71,basic.4y,no,no,no,1,-3.4,yes
21,high.school,no,no,no,1,-3.4,yes
32,university.degree,no,yes,no,1,-3.4,yes
63,high.school,no,yes,no,1,-3.4,yes
58,basic.9y,no,yes,no,1,-3.4,yes
32,university.degree,no,no,no,1,-3.4,yes
40,high.school,no,no,no,3,-3.4,yes
62,high.school,no,no,no,1,-3.4,yes
54,basic.4y,no,no,yes,2,-3.4,yes
24,high.school,no,yes,no,3,-3.4,yes
55,basic.4y,no,yes,no,1,-3.4,yes
33,university.degree,no,no,no,1,-3.4,yes
80,high.school,no,yes,no,1,-3.4,yes
31,university.degree,no,no,no,1,-3.4,yes
31,high.school,no,no,no,1,-3.4,yes
53,high.school,no,no,no,1,-3.4,yes
30,professional.course,no,yes,yes,2,-3.4,yes
72,basic.6y,no,yes,yes,3,-3.4,yes
82,basic.4y,no,yes,no,2,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
67,basic.4y,unknown,no,no,2,-3.4,yes
48,high.school,no,no,no,1,-3.4,yes
61,professional.course,no,no,no,2,-3.4,yes
48,high.school,no,yes,no,2,-3.4,yes
48,high.school,no,no,yes,3,-3.4,yes
69,basic.4y,no,yes,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
32,university.degree,no,yes,no,3,-3.4,yes
51,basic.9y,no,yes,no,2,-3.4,yes
54,basic.4y,no,no,no,1,-3.4,yes
55,high.school,no,yes,no,2,-3.4,yes
78,basic.6y,no,no,no,2,-3.4,yes
26,high.school,no,no,no,3,-3.4,yes
39,university.degree,unknown,no,yes,1,-3.4,yes
39,university.degree,unknown,yes,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
36,university.degree,no,no,no,1,-3.4,yes
59,basic.9y,no,no,no,1,-3.4,yes
25,high.school,no,no,no,1,-3.4,yes
69,basic.4y,no,yes,yes,3,-3.4,yes
18,basic.6y,no,no,yes,2,-3.4,yes
37,university.degree,no,no,no,2,-3.4,yes
34,high.school,no,yes,no,2,-3.4,yes
30,university.degree,no,no,no,1,-3.4,yes
37,professional.course,no,yes,yes,1,-3.4,yes
47,high.school,no,yes,no,1,-3.4,yes
45,high.school,no,yes,no,2,-3.4,yes
52,basic.6y,no,no,no,2,-3.4,yes
71,professional.course,no,yes,no,1,-3.4,yes
56,university.degree,no,unknown,unknown,1,-3.4,yes
32,high.school,no,no,no,1,-3.4,yes
36,university.degree,no,no,yes,1,-3.4,yes
79,basic.4y,no,no,yes,1,-3.4,yes
56,professional.course,no,yes,no,1,-3.4,yes
30,basic.9y,no,yes,no,1,-3.4,yes
27,basic.9y,no,no,no,1,-3.4,yes
47,university.degree,no,no,no,4,-3.4,yes
54,university.degree,no,yes,yes,1,-3.4,yes
22,professional.course,no,yes,no,1,-3.4,yes
28,professional.course,no,yes,no,1,-3.4,yes
32,high.school,no,yes,no,1,-3.4,yes
54,basic.9y,no,no,no,2,-3.4,yes
71,professional.course,no,yes,yes,1,-3.4,yes
26,professional.course,no,no,yes,1,-3.4,yes
73,university.degree,no,no,yes,7,-3.4,yes
69,basic.6y,no,yes,no,3,-3.4,yes
34,university.degree,no,no,no,5,-3.4,yes
54,high.school,no,yes,no,1,-3.4,yes
54,university.degree,no,yes,no,2,-3.4,yes
53,university.degree,no,no,yes,2,-3.4,yes
56,university.degree,no,no,no,2,-3.4,yes
69,high.school,no,no,no,1,-3.4,yes
26,high.school,no,yes,no,1,-3.4,yes
26,high.school,no,unknown,unknown,1,-3.4,yes
27,university.degree,no,no,yes,1,-3.4,yes
57,high.school,no,yes,no,1,-3.4,yes
25,university.degree,no,no,yes,1,-3.4,yes
24,high.school,no,yes,no,1,-3.4,yes
29,university.degree,no,no,yes,1,-3.4,yes
22,professional.course,no,no,no,3,-3.4,yes
81,unknown,unknown,yes,no,1,-3.4,yes
41,university.degree,no,no,no,2,-3.4,yes
81,unknown,unknown,yes,no,1,-3.4,yes
76,basic.4y,no,no,no,4,-3.4,yes
38,university.degree,no,no,no,2,-3.4,yes
27,high.school,no,no,no,2,-3.4,yes
71,basic.4y,no,yes,no,2,-3.4,yes
28,high.school,no,no,no,2,-3.4,yes
34,professional.course,no,yes,no,4,-3.4,yes
61,university.degree,no,yes,no,1,-3.4,yes
61,university.degree,no,yes,no,1,-3.4,yes
41,university.degree,no,no,no,2,-3.4,yes
33,university.degree,no,yes,no,2,-3.4,yes
38,university.degree,no,yes,no,1,-3.4,yes
41,university.degree,no,yes,no,1,-3.4,yes
52,university.degree,no,yes,no,1,-3.4,yes
33,university.degree,no,yes,no,2,-3.4,yes
30,university.degree,no,no,no,2,-3.4,yes
79,basic.4y,no,no,yes,2,-3.4,yes
28,high.school,no,yes,no,5,-3.4,yes
54,basic.9y,no,no,no,3,-3.4,yes
79,basic.4y,no,yes,no,1,-3.4,yes
52,university.degree,no,no,no,1,-3.4,yes
63,basic.4y,unknown,yes,no,4,-3.4,yes
37,high.school,no,no,no,2,-3.4,yes
72,basic.4y,no,yes,no,1,-3.4,yes
20,high.school,no,yes,no,1,-3.4,yes
28,university.degree,no,no,no,3,-3.4,yes
72,basic.6y,no,yes,no,1,-3.4,yes
20,high.school,no,no,no,1,-3.4,yes
20,high.school,no,no,no,2,-3.4,yes
36,university.degree,no,no,yes,3,-3.4,yes
72,basic.6y,no,yes,no,2,-3.4,yes
29,university.degree,no,no,yes,1,-3.4,yes
23,university.degree,no,yes,no,1,-3.4,yes
33,university.degree,no,yes,no,1,-3.4,yes
53,basic.4y,no,no,yes,1,-3.4,yes
38,university.degree,no,no,no,1,-3.4,yes
40,high.school,no,yes,no,3,-3.4,yes
29,professional.course,no,no,no,3,-3.4,yes
29,professional.course,no,yes,yes,1,-3.4,yes
65,university.degree,no,no,no,1,-3.4,yes
43,high.school,no,no,no,1,-3.4,yes
25,unknown,no,no,no,1,-3.4,yes
25,unknown,no,no,no,1,-3.4,yes
65,university.degree,no,no,no,2,-3.4,yes
29,university.degree,no,no,no,2,-3.4,yes
38,university.degree,no,no,no,1,-3.4,yes
67,basic.4y,no,yes,no,1,-3.4,yes
51,basic.9y,no,yes,no,1,-3.4,yes
49,professional.course,no,yes,no,1,-3.4,yes
34,university.degree,no,yes,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
34,university.degree,no,no,no,1,-3.4,yes
56,basic.4y,no,no,no,1,-3.4,yes
32,university.degree,no,yes,no,1,-3.4,yes
66,basic.4y,no,yes,yes,1,-3.4,yes
56,unknown,no,yes,no,7,-3.4,yes
35,professional.course,no,yes,no,2,-3.4,yes
32,university.degree,no,no,no,2,-3.4,yes
60,basic.4y,no,no,no,2,-3.4,yes
38,university.degree,no,no,no,4,-3.4,yes
29,high.school,no,yes,no,2,-3.4,yes
26,high.school,no,yes,no,1,-3.4,yes
26,university.degree,no,no,no,1,-3.4,yes
26,high.school,no,yes,no,2,-3.4,yes
29,university.degree,no,no,no,1,-3.4,yes
32,university.degree,no,yes,no,2,-3.4,yes
32,university.degree,no,yes,no,1,-3.4,yes
53,university.degree,no,yes,yes,3,-3.4,yes
80,unknown,no,yes,yes,2,-3.4,yes
31,unknown,no,no,no,1,-3.4,yes
65,university.degree,no,no,no,1,-3.4,yes
29,university.degree,no,yes,no,1,-3.4,yes
52,professional.course,no,yes,no,1,-3.4,yes
52,professional.course,no,yes,no,1,-3.4,yes
39,university.degree,no,yes,no,2,-3.4,yes
77,unknown,no,yes,no,1,-3.4,yes
77,unknown,no,yes,no,1,-3.4,yes
31,high.school,no,no,no,2,-3.4,yes
